english_name,chinese_name,district_code,district_en,district_zh,gazette_date,gazette_notice,gazette_date_raw
HIU YUK PATH,曉育徑,KT,Kwun Tong,觀塘,1985-12-13,4099,31394
HO CHAU ROAD,蠔洲路,YL,Yuen Long,元朗,2006-03-03,1463,38779
HO CHOI LANE,浩財里,TM,Tuen  Mun,屯門,1990-03-02,776,32934
HO CHUNG NORTH ROAD,蠔涌北路,SK,Sai  Kung,西貢,2020-06-12,3236,43994
HO CHUNG ROAD,蠔涌路,SK,Sai  Kung,西貢,1990-12-21,4576,33228
HO FAT LANE,浩發里,TM,Tuen  Mun,屯門,1990-03-02,776,32934
HO FUK STREET,浩福街,TM,Tuen  Mun,屯門,1990-03-02,776,32934
HO HING CIRCUIT,河興街,TM,Tuen  Mun,屯門,1993-12-10,4542,34313
HO HOI STREET,浩海街,TM,Tuen  Mun,屯門,1990-03-02,776,32934
HO KING STREET,好景街,S,Southern,南區,1932-04-22,245,11801
HO LEE STREET,好利街,Is,Islands,離島,1985-10-18,3454,31338
HO LEK PUI STREET,河瀝背街,ST,Sha Tin,沙田,1984-06-15,1737,30848
HO LEK PUI STREET,河瀝背街,ST,Sha Tin,沙田,1991-03-15,914,33312
HO MAN TIN HILL ROAD,何文田山道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1930-09-12,571,11213
HO MAN TIN HILL ROAD,何文田山道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1969-06-27,1255,25381
HO MAN TIN HILL ROAD,何文田山道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1985-01-11,148,31058
HO MAN TIN STREET,何文田街,KC,Kowloon  City,九龍城,1929-11-29,616,10926
HO PONG STREET,河傍街,TM,Tuen  Mun,屯門,1975-08-01,1693,27607
HO PONG STREET,河傍街,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
HO PUI STREET,河背街,TW,Tsuen  Wan,荃灣,1962-11-23,2378,22973
HO PUI STREET,河背街,TW,Tsuen  Wan,荃灣,2004-12-17,8102,38338
HO SHEUNG HEUNG PAI FUNG ROAD,河上鄉排峰路,N,North,北區,1998-10-16,5020,36084
HO SHEUNG HEUNG ROAD,河上鄉路,N,North,北區,1998-10-16,5020,36084
HO SHEUNG HEUNG ROAD,河上鄉路,N,North,北區,2004-12-03,7836,38324
HO SUEN STREET,浩船街,TM,Tuen  Mun,屯門,1990-03-02,776,32934
HO TIN STREET,河田街,TM,Tuen  Mun,屯門,1977-05-27,1189,28272
HO TUNG ROAD,何東道,KC,Kowloon  City,九龍城,1939-04-28,341,14363
HO WAN STREET,浩運街,TM,Tuen  Mun,屯門,1990-03-02,776,32934
HO WO STREET,浩和街,TM,Tuen  Mun,屯門,2020-11-06,6474,44141
HO WONG STREET,河旺街,TM,Tuen  Mun,屯門,1990-05-04,1617,32997
HO YAT STREET,浩逸街,TM,Tuen  Mun,屯門,2020-11-06,6474,44141
HO YEUNG STREET,浩洋街,TM,Tuen  Mun,屯門,1990-03-02,776,32934
HOI AN STREET,海晏街,E,Eastern,東區,1937-06-04,387,13670
HOI AN STREET,海晏街,E,Eastern,東區,1973-12-21,3305,27019
HOI BUN ROAD,海濱道,KT,Kwun Tong,觀塘,1957-02-22,264,20873
HOI BUN ROAD,海濱道,KT,Kwun Tong,觀塘,1976-12-24,2874,28118
HOI BUN ROAD,海濱道,KT,Kwun Tong,觀塘,1979-11-09,2898,29168
HOI CHAK STREET,海澤街,E,Eastern,東區,1985-05-31,1769,31198
HOI CHAK STREET,海澤街,E,Eastern,東區,1993-08-27,3111,34208
HOI CHING STREET,海澄街,E,Eastern,東區,1971-03-26,657,26018
HOI CHU ROAD,海珠路,TM,Tuen  Mun,屯門,1990-11-30,4334,33207
HOI CHU ROAD,海珠路,TM,Tuen  Mun,屯門,1991-07-19,2513,33438
HOI FAI ROAD,海輝道,YTM,Yau Tsim Mong,油尖旺,1998-07-03,3231,35979
HOI FAN ROAD,海帆道,YTM,Yau Tsim Mong,油尖旺,1998-07-03,3231,35979
HOI FAN ROAD,海帆道,YTM,Yau Tsim Mong,油尖旺,1999-05-21,2791,36301
HOI FOO STREET,海富街,E,Eastern,東區,1937-06-04,387,13670
HOI FUNG PATH,海風徑,S,Southern,南區,1978-07-21,1852,28692
HOI FUNG PATH,海風徑,S,Southern,南區,1980-05-02,1356,29343
HOI HA ROAD,海下路,TP,Tai  Po,大埔,1980-12-24,4050,29579
HOI HING ROAD,海興路,TW,Tsuen  Wan,荃灣,1986-08-15,2821,31639
HOI HONG STREET,海康街,E,Eastern,東區,1962-11-09,2286,22959
HOI KING STREET,海景街,YTM,Yau Tsim Mong,油尖旺,1954-12-24,1562,20082
HOI KING STREET,海景街,YTM,Yau Tsim Mong,油尖旺,1973-10-26,2810,26963
HOI KOK STREET,海角街,TW,Tsuen  Wan,荃灣,1986-01-24,328,31436
HOI KWAI ROAD,海貴路,TW,Tsuen  Wan,荃灣,1990-07-06,2396,33060
HOI KWAI ROAD,海貴路,TW,Tsuen  Wan,荃灣,2019-03-01,1654,43525
HOI KWONG STREET,海光街,E,Eastern,東區,1960-11-04,1673,22224
HOI LAI STREET,海麗街,SSP,Sham  Shui  Po,深水埗,2004-12-10,7970,38331
HOI LEE STREET,海利街,E,Eastern,東區,1968-04-04,690,24932
HOI LONG PATH,海浪徑,TW,Tsuen  Wan,荃灣,2009-12-18,7996,40165
HOI NING STREET,海寧街,E,Eastern,東區,1937-06-04,387,13670
HOI ON ROAD,海安路,TW,Tsuen  Wan,荃灣,1994-08-12,3052,34558
HOI PA STREET,海壩街,TW,Tsuen  Wan,荃灣,1962-11-23,2378,22973
HOI PING ROAD,開平道,WC,Wan  Chai,灣仔,1936-01-10,35,13159
HOI PO ROAD,海寶路,YTM,Yau Tsim Mong,油尖旺,2001-09-21,5852,37155
HOI SHA PATH,海沙徑,Is,Islands,離島,2019-10-25,6636,43763
HOI SHIN LANE,海善里,E,Eastern,東區,2022-12-09,7138,44904
HOI SHING ROAD,海盛路,TW,Tsuen  Wan,荃灣,1986-01-24,328,31436
HOI SHING ROAD,海盛路,TW,Tsuen  Wan,荃灣,2004-08-13,5282,38212
HOI TAI STREET,海堤街,E,Eastern,東區,1960-11-04,1673,22224
HOI TAI STREET,海堤街,E,Eastern,東區,1960-12-02,1863,22252
HOI TAI STREET,海堤街,E,Eastern,東區,2010-12-24,8237,40536
HOI TAK STREET,海德街,TW,Tsuen  Wan,荃灣,1986-01-24,328,31436
HOI TAT STREET,海達街,SSP,Sham  Shui  Po,深水埗,2022-09-02,4919,44806
HOI TING ROAD,海庭道,YTM,Yau Tsim Mong,油尖旺,1998-05-29,2633,35944
HOI WAH ROAD,海華路,TM,Tuen  Mun,屯門,1994-10-14,3891,34621
HOI WAN STREET,海灣街,E,Eastern,東區,1960-11-04,1673,22224
HOI WANG ROAD,海泓道,YTM,Yau Tsim Mong,油尖旺,1998-05-29,2633,35944
HOI WING ROAD,海榮路,TM,Tuen  Mun,屯門,1992-05-29,1862,33753
HOI WING ROAD,海榮路,TM,Tuen  Mun,屯門,1994-10-14,3894,34621
HOI WONG ROAD,海皇路,TM,Tuen  Mun,屯門,1990-11-30,4334,33207
HOI WONG ROAD,海皇路,TM,Tuen  Mun,屯門,1991-07-19,2514,33438
HOI YING ROAD,海映路,TP,Tai  Po,大埔,2023-02-03,839,44960
HOI YU STREET,海裕街,E,Eastern,東區,1984-11-30,3529,31016
HOI YUEN ROAD,開源道,KT,Kwun Tong,觀塘,1957-02-22,264,20873
HOI YUEN ROAD,開源道,KT,Kwun Tong,觀塘,2026-02-13,996,46066
HOK CHEUNG STREET,鶴翔街,KC,Kowloon  City,九龍城,1990-03-30,1165,32962
HOK LAM LANE,學林里,SK,Sai  Kung,西貢,1998-04-24,1960,35909
HOK LING STREET,鶴齡街,KC,Kowloon  City,九龍城,1959-04-17,548,21657
HOK LOO LANE,學佬巷,Is,Islands,離島,1984-01-20,204,30701
HOK TAU ROAD,鶴藪道,N-TP,North / Tai  Po,北區 / 大埔,1972-10-06,2529,26578
HOK YU LANE,學餘里,KC,Kowloon  City,九龍城,1963-12-20,2488,23365
HOK YUEN LANE,鶴園里,KC,Kowloon  City,九龍城,2001-01-19,361,36910
HOK YUEN STREET,鶴園街,KC,Kowloon  City,九龍城,1926-06-25,342,9673
HOK YUEN STREET,鶴園街,KC,Kowloon  City,九龍城,1974-06-21,1570,27201
HOK YUEN STREET EAST,鶴園東街,KC,Kowloon  City,九龍城,1981-05-01,1299,29707
HOLLY ROAD,冬青道,WC,Wan  Chai,灣仔,1940-02-07,154,14648
HOLLYWOOD ROAD,荷李活道,C&W,Central  &  Western,中西區,1887-09-03,356,3/9/1887
HOLY CROSS PATH,聖十字徑,E,Eastern,東區,1937-06-04,387,13670
HOMESTEAD ROAD,堪仕達道,C&W,Central  &  Western,中西區,1939-12-15,1178,14594
HONG CHAI STREET,巷仔街,N,North,北區,1998-02-27,995,35853
HONG CHEUNG STREET,康祥街,E,Eastern,東區,1980-03-14,787,29294
HONG CHONG ROAD,康莊道,YTM,Yau Tsim Mong,油尖旺,1973-03-16,706,26739
HONG CHONG ROAD,康莊道,YTM,Yau Tsim Mong,油尖旺,1978-03-23,727,28572
HONG CHONG ROAD,康莊道,YTM,Yau Tsim Mong,油尖旺,1999-07-30,4363,36371
HONG CHONG ROAD,康莊道,YTM,Yau Tsim Mong,油尖旺,2018-10-05,7463,43378
HONG FAI ROAD,康輝路,TM,Tuen  Mun,屯門,1993-02-12,479,34012
HONG FU ROAD,康富路,SK,Sai  Kung,西貢,1990-09-28,3488,33144
HONG KEUNG STREET,康強街,WTS,Wong Tai Sin,黃大仙,1961-09-08,1577,22532
HONG KIN ROAD,康健路,SK,Sai  Kung,西貢,1985-08-16,2681,31275
HONG KIN ROAD,康健路,SK,Sai  Kung,西貢,1987-02-13,510,31821
HONG KING STREET,康景街,YL,Yuen Long,元朗,1981-12-18,3742,29938
HONG KONG-ZHUHAI-MACAO BRIDGE HONG KONG LINK ROAD,港珠澳大橋香港連接路,Is,Islands,離島,2017-03-10,1273,42804
HONG LEE ROAD,康利道,KT,Kwun Tong,觀塘,1967-02-24,428,24527
HONG LOK ROAD EAST,康樂東路,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK ROAD WEST,康樂西路,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN EIGHTEENTH STREET,康樂園第十八街,TP,Tai  Po,大埔,1992-05-29,1863,33753
HONG LOK YUEN EIGHTEENTH STREET,康樂園第十八街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN EIGHTH STREET,康樂園第八街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN ELEVENTH STREET,康樂園第十一街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN ELEVENTH STREET,康樂園第十一街,TP,Tai  Po,大埔,1992-05-29,1863,33753
HONG LOK YUEN FIFTEENTH STREET,康樂園第十五街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN FIFTH STREET,康樂園第五街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN FIRST STREET,康樂園第一街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN FOURTEENTH STREET,康樂園第十四街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN FOURTH STREET,康樂園第四街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN NINETEENTH STREET,康樂園第十九街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN NINTH STREET,康樂園第九街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN ROAD,康樂園路,TP,Tai  Po,大埔,1987-02-06,417,31814
HONG LOK YUEN SECOND STREET,康樂園第二街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN SEVENTEENTH STREET,康樂園第十七街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN SEVENTH STREET,康樂園第七街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN SIXTEENTH STREET,康樂園第十六街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN SIXTH STREET,康樂園第六街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN TENTH STREET,康樂園第十街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN THIRD STREET,康樂園第三街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN TOWN CENTRE CRESCENT,康樂園市中心徑,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN TWELFTH STREET,康樂園第十二街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN TWENTIETH STREET,康樂園第二十街,TP,Tai  Po,大埔,1985-11-29,3944,31380
HONG LOK YUEN TWENTIETH STREET,康樂園第二十街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN TWENTY-EIGHTH STREET,康樂園第二十八街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN TWENTY-FIFTH STREET,康樂園第二十五街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN TWENTY-FIRST STREET,康樂園第二十一街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN TWENTY-FOURTH STREET,康樂園第二十四街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN TWENTY-SECOND STREET,康樂園第二十二街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN TWENTY-SEVENTH STREET,康樂園第二十七街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN TWENTY-SIXTH STREET,康樂園第二十六街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG LOK YUEN TWENTY-THIRD STREET,康樂園第二十三街,TP,Tai  Po,大埔,1993-05-28,1822,34117
HONG MAN STREET,康民街,E,Eastern,東區,1968-10-04,2023,25115
HONG NIN PATH,康年徑,SK,Sai  Kung,西貢,1985-08-16,2681,31275
HONG NING ROAD,康寧道,KT,Kwun Tong,觀塘,1957-02-22,264,20873
HONG ON STREET,康安街,E,Eastern,東區,1985-05-31,1767,31198
HONG PAK PATH,康柏徑,E,Eastern,東區,1989-05-19,1736,32647
HONG PING STREET,康平街,E,Eastern,東區,1977-04-15,858,28230
HONG PO ROAD,康寶路,TM,Tuen  Mun,屯門,1993-02-12,479,34012
HONG SHING STREET,康盛街,E,Eastern,東區,1985-05-31,1767,31198
HONG TAI PATH,康泰徑,YTM,Yau Tsim Mong,油尖旺,1978-03-23,727,28572
HONG TAK ROAD,康德道,KT,Kwun Tong,觀塘,1976-08-06,1712,27978
HONG TAT PATH,康達徑,YTM,Yau Tsim Mong,油尖旺,1978-03-23,727,28572
HONG TING PATH,康定徑,SK,Sai  Kung,西貢,1985-08-16,2681,31275
HONG TING ROAD,康定路,SK,Sai  Kung,西貢,1985-08-16,2681,31275
HONG TSUEN ROAD,康村路,SK,Sai  Kung,西貢,1985-08-16,2681,31275
HONG WAN PATH,康運徑,YTM,Yau Tsim Mong,油尖旺,1997-12-05,2959,35769
HONG WING PATH,康榮徑,YTM,Yau Tsim Mong,油尖旺,1978-03-23,727,28572
HONG WING PATH,康榮徑,YTM,Yau Tsim Mong,油尖旺,1998-11-13,5528,36112
HONG YIP STREET,康業街,YL,Yuen Long,元朗,1984-01-27,286,30708
HONG YIP STREET,康業街,YL,Yuen Long,元朗,2002-07-26,4596,37463
HONG YUE STREET,康愉街,E,Eastern,東區,1985-05-31,1767,31198
HONITON ROAD,漢寧頓道,C&W,Central  &  Western,中西區,1965-04-02,837,23834
HOP CHOI STREET,合財街,YL,Yuen Long,元朗,1981-12-18,3742,29938
HOP KWAN STREET,合群街,YTM,Yau Tsim Mong,油尖旺,1965-11-12,2673,24058
HOP YAT ROAD,合一道,KC,Kowloon  City,九龍城,1957-07-26,1050,21027
HOP YICK ROAD,合益路,YL,Yuen Long,元朗,1974-05-31,1378,27180
HORIZON DRIVE,海天徑,S,Southern,南區,1974-07-26,1905,27236
HORNSEY ROAD,香雪道,C&W,Central  &  Western,中西區,1967-10-27,2312,24772
HORSE SHOE LANE,馬蹄徑,KT,Kwun Tong,觀塘,1970-01-23,225,25591
HOSPITAL PATH,醫院徑,C&W,Central  &  Western,中西區,1935-04-12,302,12886
HOUSTON STREET,厚誠街,WC,Wan  Chai,灣仔,1966-09-30,2530,24380
HOW MING LANE,巧明里,KT,Kwun Tong,觀塘,1957-02-22,264,20873
HOW MING STREET,巧明街,KT,Kwun Tong,觀塘,1957-02-22,264,20873
HUMBERT STREET,恆柏道,SSP,Sham  Shui  Po,深水埗,2005-06-30,3128,38533
HUNG CHEUNG ROAD,洪祥路,TM,Tuen  Mun,屯門,1975-08-01,1693,27607
HUNG CHI ROAD,洪志路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG FA HOM ROAD,紅花磡路,YL,Yuen Long,元朗,2002-02-08,900,37295
HUNG FOOK STREET,鴻福街,KC,Kowloon  City,九龍城,1957-07-26,1050,21027
HUNG HING ROAD,鴻興道,WC,Wan  Chai,灣仔,1974-05-31,1382,27180
HUNG HING ROAD,鴻興道,WC,Wan  Chai,灣仔,1987-01-09,122,31786
HUNG HING ROAD,鴻興道,WC,Wan  Chai,灣仔,2023-06-23,3741,45100
HUNG HOM BYPASS,紅磡繞道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,2019-03-01,1656,43525
HUNG HOM ROAD,紅磡道,KC,Kowloon  City,九龍城,1987-11-13,3824,32094
HUNG HOM SOUTH ROAD,紅磡南道,KC,Kowloon  City,九龍城,1989-08-18,2830,32738
HUNG HOM SOUTH ROAD,紅磡南道,KC,Kowloon  City,九龍城,2019-03-01,1655,43525
HUNG HOM WAN STREET,紅磡灣街,KC,Kowloon  City,九龍城,1980-05-23,1581,29364
HUNG KEI ROAD,洪基路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG KIU LANE,紅橋里,ST,Sha Tin,沙田,1992-12-04,4337,33942
HUNG KWONG STREET,鴻光街,KC,Kowloon  City,九龍城,1958-10-31,1478,21489
HUNG LAI ROAD,紅荔道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1999-03-26,1723,36245
HUNG LAI ROAD,紅荔道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,2019-03-01,1655,43525
HUNG LAM DRIVE,紅林路,TP,Tai  Po,大埔,2001-06-08,3523,37050
HUNG LENG NORTH ROAD,孔嶺北路,N,North,北區,2019-04-26,2871,43581
HUNG LEONG ROAD,洪亮路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG LING STREET,紅菱街,KC,Kowloon  City,九龍城,1999-03-26,1723,36245
HUNG LOK ROAD,紅樂道,KC,Kowloon  City,九龍城,1999-03-26,1723,36245
HUNG LUEN ROAD,紅鸞道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1999-03-26,1723,36245
HUNG MIN COURT,紅棉圍,YL,Yuen Long,元朗,1977-12-02,2944,28461
HUNG MUI AVENUE,紅梅路,WTS,Wong Tai Sin,黃大仙,1970-03-06,536,25633
HUNG MUI KUK ROAD,紅梅谷路,ST,Sha Tin,沙田,1982-03-05,754,30015
HUNG MUI KUK ROAD,紅梅谷路,ST,Sha Tin,沙田,1983-12-23,3977,30673
HUNG NGA ROAD,洪雅路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG ON LANE,洪安里,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG PAK ROAD,洪柏路,YL,Yuen Long,元朗,2019-09-27,6068,43735
HUNG PING ROAD,洪平路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG SHING STREET,洪聖街,S,Southern,南區,1932-04-22,245,11801
HUNG SHING STREET,洪聖街,S,Southern,南區,1932-04-29,255,11808
HUNG SHUI KIU MAIN STREET,洪水橋大街,YL,Yuen Long,元朗,1982-03-05,755,30015
HUNG SHUI KIU MAIN STREET,洪水橋大街,YL,Yuen Long,元朗,1993-12-10,4541,34313
HUNG SHUI KIU TIN SAM ROAD,洪水橋田心路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG SHUN ROAD,洪順路,YL,Yuen Long,元朗,1995-12-29,5379,35062
HUNG TAI ROAD,洪堤路,YL,Yuen Long,元朗,1994-04-15,1352,34439
HUNG TAI ROAD,洪堤路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG TAK ROAD,洪德路,YL,Yuen Long,元朗,1999-09-17,5410,36420
HUNG TIN ROAD,洪天路,YL,Yuen Long,元朗,1990-03-02,775,32934
HUNG TIN ROAD,洪天路,YL,Yuen Long,元朗,1995-10-06,4150,34978
HUNG TO ROAD,鴻圖道,KT,Kwun Tong,觀塘,1957-02-22,264,20873
HUNG WAN STREET,鴻運街,KC,Kowloon  City,九龍城,1959-04-17,548,21657
HUNG YIP STREET,鴻業街,KT,Kwun Tong,觀塘,1976-12-24,2874,28118
HUNG YU ROAD,洪儒路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HUNG YUEN ROAD,洪元路,YL,Yuen Long,元朗,2002-08-02,4779,37470
HYSAN AVENUE,希慎道,WC,Wan  Chai,灣仔,1934-04-27,332,12536
ICHANG STREET,宜昌街,YTM,Yau Tsim Mong,油尖旺,1935-04-26,334,12900
INFORMATION CRESCENT,資訊道,S,Southern,南區,2001-11-09,7009,37204
INNOVATION AND TECHNOLOGY PARK ROAD,創科園路,N,North,北區,2025-02-28,1271,45716
INSPIRATION DRIVE,迪欣路,TW,Tsuen  Wan,荃灣,2004-12-17,8104,38338
INVERNESS ROAD,延文禮士道,KC,Kowloon  City,九龍城,1950-07-21,868,18465
INVERNESS ROAD,延文禮士道,KC,Kowloon  City,九龍城,2004-07-09,4430,38177
ISLAND EASTERN CORRIDOR,東區走廊,E-WC,Eastern / Wan  Chai,東區 / 灣仔,1984-08-24,2562,30918
ISLAND HOUSE LANE,元洲仔里,TP,Tai  Po,大埔,1985-11-08,3722,31359
ISLAND ROAD,香島道,S,Southern,南區,1932-10-07,635,11969
ISLAND ROAD,香島道,S,Southern,南區,1949-12-09,1190,18241
ISLAND ROAD,香島道,S,Southern,南區,1962-09-28,2015,22917
IVY STREET,埃華街,YTM,Yau Tsim Mong,油尖旺,1974-04-26,1078,27145
JADE LANE,翡翠里,SK,Sai  Kung,西貢,1983-01-28,324,30344
JAFFE ROAD,謝斐道,WC,Wan  Chai,灣仔,1931-10-30,694,11626
JAFFE ROAD,謝斐道,WC,Wan  Chai,灣仔,1953-07-24,912,19564
JAFFE ROAD,謝斐道,WC,Wan  Chai,灣仔,1961-07-07,1136,22469
JARDINE'S CRESCENT,渣甸坊,WC,Wan  Chai,灣仔,1950-06-09,712,18423
JAT MIN CHUEN STREET,乙明邨街,ST,Sha Tin,沙田,1982-03-12,827,30022
JAT'S INCLINE,扎山道,WTS,Wong Tai Sin,黃大仙,1982-01-15,126,29966
JAVA ROAD,渣華道,E,Eastern,東區,1933-07-28,511,12263
JAVA ROAD,渣華道,E,Eastern,東區,1954-06-04,673,19879
JAVA ROAD,渣華道,E,Eastern,東區,1959-11-20,1608,21874
JERVOIS STREET,蘇杭街,C&W,Central  &  Western,中西區,1978-08-04,1958,28706
JOCKEY CLUB ROAD,馬會道,N,North,北區,1958-06-06,770,21342
JOCKEY CLUB ROAD,馬會道,N,North,北區,1972-09-15,2306,26557
JOCKEY CLUB ROAD,馬會道,N,North,北區,1992-03-06,835,33669
JOHNSTON ROAD,莊士敦道,WC,Wan  Chai,灣仔,1929-06-14,312,10758
JOINT STREET,聯接街,K&T,Kwai  Tsing,葵青,1977-11-25,2859,28454
JONES STREET,重士街,WC,Wan  Chai,灣仔,1915-10-22,475,5774
JORDAN PATH,佐敦里,YTM,Yau Tsim Mong,油尖旺,1960-03-18,468,21993
JORDAN ROAD,佐敦道,YTM,Yau Tsim Mong,油尖旺,1909-03-19,184,3366
JORDAN ROAD,佐敦道,YTM,Yau Tsim Mong,油尖旺,1909-05-28,323,3436
JORDAN ROAD,佐敦道,YTM,Yau Tsim Mong,油尖旺,1998-05-22,2488,35937
JORDAN VALLEY NORTH ROAD,佐敦谷北道,KT,Kwun Tong,觀塘,1966-06-24,1628,24282
JORDAN VALLEY NORTH ROAD,佐敦谷北道,KT,Kwun Tong,觀塘,2006-09-15,5892,38975
JULIA AVENUE,棗梨雅道,KC,Kowloon  City,九龍城,1925-10-09,575,9414
JUNCTION ROAD,聯合道,KC-WTS,Kowloon  City / Wong Tai Sin,九龍城 / 黃大仙,1933-05-12,340,12186
JUNCTION ROAD,聯合道,KC-WTS,Kowloon  City / Wong Tai Sin,九龍城 / 黃大仙,1963-10-11,2014,23295
JUPITER STREET,木星街,WC,Wan  Chai,灣仔,1952-08-15,972,19221
JUSTICE DRIVE,正義道,C&W,Central  &  Western,中西區,1986-07-11,2359,31604
KA CHOI LANE,嘉才里,TM,Tuen  Mun,屯門,1993-02-12,479,34012
KA FU CLOSE,嘉富坊,N,North,北區,1995-01-13,153,34712
KA FUK LANE,嘉福里,TM,Tuen  Mun,屯門,1993-02-12,479,34012
KA HING ROAD,嘉慶路,K&T,Kwai  Tsing,葵青,1970-03-06,535,25633
KA HONG LANE,嘉康里,K&T,Kwai  Tsing,葵青,2015-06-12,4273,42167
KA KIN LANE,嘉健里,K&T,Kwai  Tsing,葵青,2015-06-12,4273,42167
KA KING LANE,嘉敬里,TP,Tai  Po,大埔,2013-11-01,6570,41579
KA LOK STREET,嘉樂街,KT,Kwun Tong,觀塘,1964-04-03,818,23470
KA LUNG ROAD,嘉龍路,YL,Yuen Long,元朗,1993-12-03,4433,34306
KA NING PATH,嘉寧徑,WC,Wan  Chai,灣仔,1963-10-25,2106,23309
KA ON STREET,嘉安街,C&W,Central  &  Western,中西區,1983-03-18,874,30393
KA SHIN STREET,嘉善街,YTM,Yau Tsim Mong,油尖旺,1958-01-24,125,21209
KA SHIN STREET,嘉善街,YTM,Yau Tsim Mong,油尖旺,1973-03-16,705,26739
KA SHUE ROAD,嘉澍路,SK,Sai  Kung,西貢,1992-04-10,1271,33704
KA SIU CLOSE,嘉兆里,N,North,北區,1995-01-13,154,34712
KA SIU CLOSE,嘉兆里,N,North,北區,2001-09-21,5855,37155
KA TING ROAD,嘉定路,K&T,Kwai  Tsing,葵青,1970-03-06,535,25633
KA WAI MAN ROAD,加惠民道,C&W,Central  &  Western,中西區,1958-09-19,1285,21447
KA WING STREET,嘉榮街,KT,Kwun Tong,觀塘,1979-11-09,2899,29168
KA WO LI HILL ROAD,嘉和里山路,TM,Tuen  Mun,屯門,1993-02-12,479,34012
KA WO STREET,嘉禾街,S,Southern,南區,1956-07-06,849,20642
KA YAN STREET,嘉恩街,YL,Yuen Long,元朗,2007-11-30,7886,39416
KA YIP STREET,嘉業街,E,Eastern,東區,1982-03-05,753,30015
KA YIP STREET,嘉業街,E,Eastern,東區,1983-05-13,1519,30449
KA YIP STREET,嘉業街,E,Eastern,東區,1986-12-24,4421,31770
KADOORIE AVENUE,嘉道理道,KC,Kowloon  City,九龍城,1936-11-06,885,13460
KADOORIE AVENUE,嘉道理道,KC,Kowloon  City,九龍城,1948-10-29,998,17835
KADOORIE AVENUE,嘉道理道,KC,Kowloon  City,九龍城,1969-10-10,2004,25486
KAI CHEUNG ROAD,啟祥道,KT,Kwun Tong,觀塘,1983-07-15,2233,30512
KAI CHI CLOSE,啟志街,TW,Tsuen  Wan,荃灣,1970-03-06,535,25633
